id,reputation,upvotes,downvotes,question_count,avg_question_score,avg_question_view_count,answer_count,accepted_answer_count,avg_answer_score,no_of_badges,gold_badge_count,silver_badge_count,bronze_badge_count,badge_score,net_user_upvotes
5575221,106,16,0,168,0.5,978,168,1,0.666666667,168,0,0,168,168,16
3695947,91,2,0,120,0.8,268.2,120,1,0.75,120,0,0,120,120,2
3037428,82,5,0,336,0.5,1087.166667,336,1,0.285714286,336,0,42,294,462,5
14469850,80,17,0,30,2,2635,30,1,1.333333333,30,0,3,27,39,17
11628877,491,2,0,14,13,2720,14,1,36,14,0,4,10,26,2
14137698,43,1,0,140,0.1,252.5,140,1,1,140,0,0,140,140,1
1108369,1,0,0,2,0,353,2,1,0,2,0,0,2,2,0
3522604,13,0,0,15,0.333333333,315.6666667,15,1,0,15,0,0,15,15,0
9393605,405,6,0,45,1.666666667,11474,45,1,21,45,3,9,33,99,6
2233273,181,34,0,1188,0.636363636,1723.954545,1188,1,-0.333333333,1188,66,66,1056,1980,34
1656820,467,195,2,184,1,2417.5,184,1,21,184,0,40,144,304,193
2552734,118,20,0,520,0.875,1777.25,520,1,0.4,520,40,80,400,1120,20
1379319,284,10,0,275,1.8,542.8,275,1,3.4,275,0,50,225,425,10
8123906,135,16,0,825,0.545454545,768.8181818,825,1,0.8,825,0,55,770,990,16
3261777,37,1,0,56,-0.875,483.125,56,1,0,56,0,0,56,56,1
10022695,77,4,0,64,0.625,1467.25,64,1,0,64,8,8,48,160,4
7200767,38,1,0,6,0,393,6,1,0.5,6,0,0,6,6,1
5722994,160,20,0,54,2.333333333,379,54,1,3.5,54,0,6,48,72,20
6757360,40,15,0,22,1,1404.5,22,1,0,22,0,6,16,40,15
9466522,340,8,1,6552,0.666666667,1471.416667,6552,1,0,6552,252,1512,4788,13356,7
5722062,345,14,0,420,1.05,2034.55,420,1,0,420,20,100,300,900,14
1967587,229,10,0,540,1.2,1909.266667,540,1,0.5,540,0,120,420,900,10
2251898,117,20,0,30,2.2,747.2,30,1,0,30,0,5,25,45,20
11673163,43,0,0,10,0.8,114,10,1,0,10,0,0,10,10,0
3604634,31,0,0,8,1.5,1214.5,8,1,0,8,0,0,8,8,0
619882,250,69,1,912,0.842105263,400.1052632,912,1,2,912,0,171,741,1425,68
3740334,315,31,0,360,2,756.5,360,1,1,360,0,120,240,720,31
682643,170,100,0,54,4.666666667,1445,54,1,0.5,54,0,12,42,90,100
8783930,89,12,0,144,-0.375,223.25,144,1,0.666666667,144,0,0,144,144,12
8097907,140,25,0,66,3.333333333,3559,66,1,1,66,6,6,54,138,25
17818102,1,0,0,1,0,15,1,1,0,1,0,0,1,1,0
1075665,111,3,0,240,0.666666667,610.5833333,240,1,0.5,240,0,0,240,240,3
12070265,43,13,0,240,-0.2,615,240,1,0.333333333,240,0,30,210,330,13
14338425,28,16,0,12,0,268,12,1,0.333333333,12,0,0,12,12,16
6706605,15,3,0,30,0,499,30,1,0.5,30,0,0,30,30,3
7215640,13,0,0,28,0.5,1351,28,1,0,28,0,4,24,40,0
14547509,3,0,0,4,-0.5,433.5,4,1,0,4,0,0,4,4,0
4831440,66,16,0,243,0.333333333,1151.333333,243,1,0.333333333,243,0,0,243,243,16
8022760,11,0,0,63,0.142857143,536.1428571,63,1,0,63,0,7,56,84,0
13751002,826,233,8,90,6,663,90,1,13,90,0,35,55,195,225
1124202,56,75,0,32,0.5,351.5,32,1,0.5,32,0,0,32,32,75
19827830,11,0,0,3,0,60,3,1,1,3,0,0,3,3,0
10718634,152,4,0,210,1.8,287.8,210,1,0.666666667,210,0,0,210,210,4
1871362,342,2,0,390,3.666666667,1343.166667,390,1,2,390,0,90,300,660,2
3169890,13,0,0,6,0,274,6,1,1,6,0,0,6,6,0
15070007,21,0,0,3,1,118,3,1,1,3,0,0,3,3,0
8416782,31,0,0,4,1.5,180.5,4,1,0,4,0,0,4,4,0
159485,372,4,0,288,2.625,10849.375,288,1,2,288,32,48,208,720,4
1103004,48,0,0,5,1,1965,5,1,2,5,0,0,5,5,0
4260408,35,0,0,63,0,106.3333333,63,1,1,63,0,0,63,63,0
6452683,509,22,0,14,13,2321,14,1,27,14,0,3,11,23,22
5240214,446,4,0,192,0.625,241.375,192,1,19,192,0,64,128,384,4
4961390,538,16,0,456,5,3057.5,456,1,0.333333333,456,24,120,312,1032,16
8516693,81,0,0,18,4,382,18,1,1.333333333,18,0,3,15,27,0
13825984,92,8,0,56,1.75,1025,56,1,-0.5,56,0,8,48,80,8
4733182,120,38,0,360,1,3215.75,360,1,1,360,0,72,288,576,38
386475,134,29,0,133,0,1475,133,1,0.526315789,133,0,0,133,133,29
896924,86,6,0,16,2,108,16,1,1.25,16,0,0,16,16,6
15924843,1,0,0,1,-1,76,1,1,0,1,0,0,1,1,0
14889342,1,0,0,6,0,82,6,1,0,6,0,0,6,6,0
10393473,1,0,0,2,0,505,2,1,0,2,0,0,2,2,0
1406965,214,35,0,260,3,2205.4,260,1,0.75,260,0,80,180,500,35
5992236,31,6,0,16,0,709,16,1,2,16,0,0,16,16,6
1433337,11,0,0,4,1,2299,4,1,0,4,0,0,4,4,0
1503944,349,91,0,1472,0.47826087,496,1472,1,2,1472,0,184,1288,2024,91
2828958,1031,143,0,9350,1.381818182,4107.109091,9350,1,0.2,9350,550,3300,5500,24200,143
9634724,128,29,0,360,0.6,899.4,360,1,0.875,360,0,0,360,360,29
2999344,33,3,0,84,0.142857143,1388.714286,84,1,0,84,0,7,77,105,3
9823686,26,1,0,4,0,652,4,1,1,4,0,0,4,4,1
3918402,46,1,0,5,1,6234,5,1,2,5,0,1,4,8,1
538977,65,32,0,36,2,590,36,1,0,36,0,0,36,36,32
8958852,1,0,0,8,0,34,8,1,0,8,0,0,8,8,0
7928823,61,0,0,24,1,3266,24,1,2,24,0,3,21,33,0
5662231,389,5,0,210,2.285714286,1119.714286,210,1,6,210,0,56,154,378,5
5409154,316,7,0,210,4,5789.142857,210,1,0.5,210,14,42,154,462,7
5136891,105,35,0,900,0.466666667,925.7333333,900,1,0.25,900,0,120,780,1260,35
13629218,21,0,0,3,2,609,3,1,0,3,0,0,3,3,0
5220158,305,24,0,608,0.875,894.5625,608,1,1,608,0,128,480,992,24
2161899,68,27,0,28,1,578,28,1,1,28,0,0,28,28,27
3230093,41,4,0,15,4,274,15,1,0,15,0,0,15,15,4
4403039,1,0,0,2,0,627,2,1,0,2,0,0,2,2,0
653837,105,8,0,108,1.111111111,1130.333333,108,1,0,108,0,9,99,135,8
326442,11,0,0,4,0,1092,4,1,1,4,0,0,4,4,0
9620957,165,3,0,98,0.857142857,124.7142857,98,1,0,98,0,0,98,98,3
1143217,55,0,0,20,1,647.5,20,1,1,20,0,0,20,20,0
19083063,13,0,0,6,0.5,81,6,1,0,6,0,0,6,6,0
3379063,37,18,0,200,0,3745.8,200,1,0.75,200,20,20,160,440,18
1890172,23,4,0,12,0.5,533.5,12,1,1,12,0,0,12,12,4
8798897,471,9,0,400,2,3002.875,400,1,1,400,16,144,240,976,9
12316314,26,0,0,16,0,311,16,1,0.125,16,0,0,16,16,0
6416036,145,15,2,468,1,532.5,468,1,0.666666667,468,0,0,468,468,13
2412479,155,17,0,588,1.428571429,2718.142857,588,1,0.833333333,588,42,84,462,1218,17
12485764,187,122,2,720,0.111111111,521.3333333,720,1,2.8,720,0,180,540,1260,120
6559048,136,33,0,504,0.5,108.25,504,1,0.5,504,0,112,392,840,33
1178728,15,0,0,25,0.2,608,25,1,0,25,0,0,25,25,0
3860784,41,0,0,12,0,52,12,1,1.333333333,12,0,0,12,12,0
14494241,1,0,0,2,0,204,2,1,0,2,0,0,2,2,0
2982974,107,9,0,240,0.25,467.8333333,240,1,0.5,240,0,24,216,312,9
912592,647,37,0,225,4.333333333,2036.666667,225,1,7.8,225,0,90,135,495,37
3651064,39,0,0,10,1,2121,10,1,0,10,0,2,8,16,0
3612514,159,22,16,10,0,39,10,1,2.5,10,0,2,8,16,6
15534377,21,13,0,5,1,182,5,1,1,5,0,0,5,5,13
576294,703,13,1,7395,3.133333333,3216.266667,7395,1,0.529411765,7395,510,2040,4845,18105,12
6310188,338,3,0,42,1.5,904.5,42,1,6.333333333,42,0,12,30,78,3
1355107,59,5,0,96,0.625,397.875,96,1,0,96,0,0,96,96,5
13723265,87,5,0,24,1.75,181,24,1,1,24,0,0,24,24,5
2221799,147,7,0,192,0.625,674.6875,192,1,2,192,0,0,192,192,7
4338725,415,63,0,7155,0.396226415,1449.433962,7155,1,0.2,7155,530,1325,5300,15900,63
9190586,15,0,0,30,0,410.3333333,30,1,0.5,30,0,0,30,30,0
7704967,84,3,0,112,0.214285714,127.5,112,1,1,112,0,0,112,112,3
5974407,543,524,7,462,0,1556,462,1,1.954545455,462,0,154,308,924,517
345409,699,312,4,2880,2.6875,3828.8125,2880,1,1.2,2880,160,960,1760,7200,308
14644225,11,0,0,4,0,100.5,4,1,0,4,0,0,4,4,0
2284067,15,0,0,15,0.333333333,766.3333333,15,1,0,15,0,0,15,15,0
1990117,111,22,0,216,0.777777778,1378.555556,216,1,0.5,216,0,54,162,378,22
8843645,63,0,0,90,0.8,2018.8,90,1,0.5,90,0,10,80,120,0
4957381,354,8,0,450,1.2,1050.9,450,1,3.666666667,450,0,60,390,630,8
17480407,26,0,0,2,0,88,2,1,1,2,0,0,2,2,0
4378578,128,112,0,308,0.571428571,545.5714286,308,1,1,308,0,0,308,308,112
2420620,305,25,0,864,0.777777778,971.5555556,864,1,0.333333333,864,0,162,702,1350,25
792248,347,5,0,345,2.066666667,2915.466667,345,1,1,345,15,75,255,705,5
2411659,51,22,0,231,0.571428571,1227.142857,231,1,0,231,0,21,210,294,22
9936948,75,11,0,72,1.25,992.5,72,1,1,72,0,8,64,96,11
7938321,91,5,0,374,0.545454545,2016.727273,374,1,-0.5,374,0,66,308,572,5
17802737,31,0,0,96,0.5,422.75,96,1,0.25,96,0,0,96,96,0
4822009,74,0,0,4,3,1038,4,1,2,4,0,0,4,4,0
15154659,58,6,0,60,1.5,226,60,1,0.2,60,0,0,60,60,6
5558157,13,0,0,9,0.333333333,71.33333333,9,1,0,9,0,0,9,9,0
12232093,21,0,0,16,-0.5,851.5,16,1,1,16,0,0,16,16,0
4454875,71,34,0,36,0,156,36,1,2.333333333,36,0,6,30,54,34
8592287,78,4,0,18,1,734,18,1,1.666666667,18,0,0,18,18,4
909306,652,6,0,945,6.857142857,14526.28571,945,1,3,945,70,280,595,2415,6
3672612,47,1,0,500,0.3,753.4,500,1,0.2,500,0,0,500,500,1
1872000,312,80,0,312,1.75,578.75,312,1,2.666666667,312,0,48,264,456,80
14813995,11,0,0,4,0,277,4,1,0,4,0,0,4,4,0
5391616,21,0,0,78,1,3840.5,78,1,0.333333333,78,0,24,54,150,0
2275266,108,44,0,154,0.5,320.5,154,1,1.714285714,154,0,0,154,154,44
3578853,11,0,0,18,1,635,18,1,0,18,0,0,18,18,0
230896,188,1,0,26,7.5,11558.5,26,1,2,26,2,4,20,56,1
5367165,46,32,0,50,0,2821,50,1,0.3,50,0,10,40,80,32
9419963,31,5,0,7,2,145,7,1,1,7,0,0,7,7,5
2605900,41,1,0,15,1.333333333,588,15,1,0,15,0,0,15,15,1
10363007,16,2,0,5,0,211,5,1,-1,5,0,0,5,5,2
12748458,78,34,0,48,0.5,521,48,1,0.75,48,0,0,48,48,34
7203568,45,59,0,32,0.5,674.25,32,1,2,32,0,0,32,32,59
6260378,58,3,0,24,2,928,24,1,0.5,24,0,0,24,24,3
2225498,33,16,0,84,1,1322.5,84,1,0.166666667,84,0,12,72,120,16
6348445,380,35,0,5940,0.466666667,822.6666667,5940,1,1.636363636,5940,0,990,4950,8910,35
9222525,136,4,0,36,0,531,36,1,1.333333333,36,0,0,36,36,4
3351307,55,0,0,160,0.5,721.125,160,1,0.5,160,0,16,144,208,0
1610236,160,10,0,288,1,1510.5,288,1,1.25,288,0,32,256,384,10
11279059,31,0,0,4,1,37,4,1,2,4,0,0,4,4,0
8012396,15,0,0,65,-4.16E-17,2374.6,65,1,0,65,0,5,60,80,0
9350685,31,6,0,10,0,575,10,1,1.5,10,0,0,10,10,6
4497974,1,0,0,4,0,952,4,1,0,4,0,0,4,4,0
4751580,11,0,0,20,0.25,622.25,20,1,0,20,0,0,20,20,0
14539322,23,0,0,6,1,187.5,6,1,0,6,0,0,6,6,0
11539828,25,1,0,18,0.666666667,963,18,1,0,18,0,3,15,27,1
1927189,143,6,0,240,0.75,1849.75,240,1,2,240,0,60,180,420,6
8086795,5,0,0,50,-1,51.6,50,1,0,50,0,0,50,50,0
1826991,1126,137,41,10080,1.25,1253.233333,10080,1,-0.25,10080,720,3360,6000,26640,96
1016717,79,16,0,63,1,493.7142857,63,1,0,63,0,0,63,63,16
9841780,63,9,0,30,1.333333333,1487,30,1,1,30,0,0,30,30,9
11663416,36,0,0,15,0.333333333,109.6666667,15,1,1,15,0,3,12,24,0
4310014,152,42,1,48,1.75,159,48,1,0,48,0,0,48,48,41
8458805,200,41,0,90,-2,125,90,1,1.2,90,0,15,75,135,41
7371135,46,0,0,3,1,739,3,1,2,3,0,0,3,3,0
11041450,11,0,0,2,1,27,2,1,0,2,0,0,2,2,0
2370056,31,0,0,12,1,223.5,12,1,1,12,0,0,12,12,0
3225403,35,7,0,144,0.5,320.1666667,144,1,0,144,0,0,144,144,7
1255720,173,18,0,234,1.666666667,2543.888889,234,1,0.5,234,18,18,198,450,18
997163,660,40,0,765,-0.333333333,2082.666667,765,1,3.2,765,0,360,405,1845,40
12448108,73,7,0,187,0.235294118,746.8235294,187,1,0,187,0,17,170,238,7
12958768,9,0,0,3,0,306,3,1,0,3,0,0,3,3,0
986575,93,2,0,150,1.666666667,3327.666667,150,1,0.8,150,0,30,120,240,2
2144905,337,12,1,336,1.5,730.5,336,1,1.285714286,336,0,56,280,504,11
704606,262,29,0,68,5,8815,68,1,1,68,4,20,44,164,29
10913965,38,6,0,54,-0.333333333,27.66666667,54,1,0.666666667,54,0,0,54,54,6
791941,519,10,1,294,5,1850.666667,294,1,3.142857143,294,0,84,210,546,9
5603018,1,0,0,2,0,265,2,1,0,2,0,0,2,2,0
16952186,43,3,0,12,1.333333333,154.3333333,12,1,0,12,0,0,12,12,3
2467687,90,1,0,72,-0.666666667,62.33333333,72,1,1.25,72,0,0,72,72,1
1207979,198,7,0,30,1,137,30,1,3.4,30,0,5,25,45,7
7486847,88,2,0,64,0.5,161.5,64,1,0.75,64,0,0,64,64,2
12200342,13,0,0,6,0,1607.5,6,1,0,6,0,2,4,12,0
7588286,61,0,0,312,0.375,1627.5,312,1,0,312,0,48,264,456,0
1372912,556,9,0,143,-4,262,143,1,3.545454545,143,0,55,88,308,9
1074444,84,17,0,6,0,57,6,1,2,6,0,0,6,6,17
1135980,68,2,0,10,3,131,10,1,1,10,0,0,10,10,2
8286513,21,1,0,3,2,213,3,1,0,3,0,0,3,3,1
6239876,21,0,0,14,0.5,966.5,14,1,1,14,0,0,14,14,0
3165883,38,0,0,4,0,56,4,1,1,4,0,0,4,4,0
5613387,26,1,0,6,0,52,6,1,0.333333333,6,0,0,6,6,1
9608690,1,0,0,1,0,314,1,1,0,1,0,0,1,1,0
7709930,11,0,0,2,-1,326,2,1,0,2,0,0,2,2,0
6058444,53,0,0,72,0,1269,72,1,1.666666667,72,0,9,63,99,0
4204890,3,0,0,2,0,74.5,2,1,0,2,0,0,2,2,0
7790948,65,0,0,44,1,2086.5,44,1,2,44,0,8,36,68,0
207978,329,12,0,247,2.153846154,2326.615385,247,1,1,247,13,65,169,559,12
160561,95,32,0,40,1.6,1323.4,40,1,1,40,0,5,35,55,32
2198940,28,1,0,28,0.5,799.5,28,1,0,28,0,0,28,28,1
8441465,18,0,0,8,-1,159,8,1,0,8,0,2,6,14,0
12975148,13,0,0,20,-0.5,537.75,20,1,0,20,0,0,20,20,0
7676612,310,27,0,78,1,1283,78,1,9,78,0,18,60,132,27
3813942,301,5,0,630,1.714285714,1030.571429,630,1,0.666666667,630,0,84,546,882,5
3264832,15,0,0,48,-0.166666667,322.8333333,48,1,0,48,0,0,48,48,0
995317,353,19,0,924,0.19047619,1017.880952,924,1,0,924,0,252,672,1680,19
10491383,98,19,0,60,3,8065,60,1,0.833333333,60,0,6,54,78,19
991725,23,0,0,5,2,1269,5,1,0,5,0,0,5,5,0
4637948,1,0,0,16,0,114,16,1,0,16,0,0,16,16,0
2780976,48,104,0,70,0.5,802,70,1,0.4,70,0,0,70,70,104
748399,438,51,1,6138,1.193548387,1538.193548,6138,1,0.666666667,6138,0,1674,4464,11160,50
4045778,530,61,0,216,3.666666667,4855,216,1,6,216,18,54,144,540,61
1783815,327,33,0,220,3.1,17229.2,220,1,0,220,20,50,150,550,33
2624132,17,0,0,4,0,521.5,4,1,0,4,0,0,4,4,0
1287135,302,142,0,272,1.5,1976.6875,272,1,2,272,16,48,208,560,142
372440,98,1,0,20,2,422,20,1,1.5,20,0,0,20,20,1
9972951,23,0,0,12,1,197.5,12,1,0,12,0,0,12,12,0
10053737,175,42,0,286,1.181818182,1012.727273,286,1,0,286,0,44,242,418,42
2040390,36,0,0,1,0,87,1,1,2,1,0,0,1,1,0
5650012,101,15,0,468,0.5,460.75,468,1,0,468,0,36,432,576,15
4204883,106,26,0,35,2,125,35,1,1.2,35,0,5,30,50,26
6525406,114,13,0,168,-1.63E-16,489.5714286,168,1,1,168,0,0,168,168,13
1280534,86,54,0,9,4,267,9,1,1,9,0,0,9,9,54
3304849,68,27,0,120,1,442.5,120,1,0.3,120,0,0,120,120,27
8980631,16,1,0,2,0,51,2,1,0,2,0,0,2,2,1
2802318,217,460,0,336,1,1141.428571,336,1,0.666666667,336,0,84,252,588,460
2304366,471,339,0,3915,1.555555556,1037.259259,3915,1,0.8,3915,0,1080,2835,7155,339
2171905,102,3,0,32,-1,145,32,1,0.75,32,0,0,32,32,3
7078850,17,0,0,25,-1.11E-17,69.2,25,1,0,25,0,0,25,25,0
18438702,11,0,0,2,0,239,2,1,1,2,0,0,2,2,0
3715862,532,201,5,6670,0.565217391,1280.565217,6670,1,1.6,6670,230,1840,4600,14260,196
11578325,7,0,0,12,0,137.75,12,1,0,12,0,0,12,12,0
679924,171,69,0,42,3.333333333,1504.333333,42,1,3.5,42,0,6,36,60,69
2750353,13,0,0,160,-1.25,452,160,1,0.25,160,0,0,160,160,0
9686247,64,0,0,24,1,366,24,1,0.375,24,0,0,24,24,0
2497121,15,1,0,126,0.166666667,223.8333333,126,1,0,126,0,0,126,126,1
496844,31,1,0,12,0.666666667,292.6666667,12,1,0,12,0,0,12,12,1
10250046,51,0,0,14,2,1625,14,1,1,14,0,0,14,14,0
4281712,439,90,4,168,3.25,1288.25,168,1,10,168,0,40,128,288,86
1846098,156,119,4,88,7,4207,88,1,0,88,0,8,80,112,115
2614571,1,0,0,4,0,1385,4,1,0,4,0,0,4,4,0
2051,748,9,7,147,48,39841,147,1,2.714285714,147,7,63,77,399,2
15422979,33,3,0,16,0.75,332.25,16,1,0,16,0,0,16,16,3
5101503,344,10,2,286,-0.5,124.5,286,1,1.615384615,286,0,52,234,442,8
1465222,116,16,0,70,1,3350.5,70,1,1.142857143,70,0,14,56,112,16
6285528,34,5,0,15,0,534.6666667,15,1,1,15,0,0,15,15,5
18109901,1,0,0,6,0,79.5,6,1,0,6,0,0,6,6,0
14218416,121,13,0,126,0.285714286,132.047619,126,1,0,126,0,0,126,126,13
16551322,19,4,0,96,0.25,277.75,96,1,2.78E-17,96,0,0,96,96,4
1763861,329,17,0,483,0.904761905,1797.619048,483,1,0,483,21,105,357,987,17
5340615,83,3,0,192,0.875,2897.25,192,1,0,192,16,32,144,432,3
2709372,84,0,0,9,3,695,9,1,1,9,0,0,9,9,0
4390714,473,42,0,816,1.833333333,1192.333333,816,1,2.875,816,0,144,672,1248,42
10798892,153,0,0,18,3.333333333,675.3333333,18,1,4,18,0,0,18,18,0
9347535,108,296,0,572,0.25,2148.5,572,1,0.727272727,572,0,88,484,836,296
1026408,128,13,0,36,3.5,746.5,36,1,1.333333333,36,0,0,36,36,13
1158508,144,26,0,70,0,1287.5,70,1,-2.95E-17,70,0,0,70,70,26
10948037,320,6,0,5060,0.739130435,1050.217391,5060,1,1.34E-17,5060,0,1012,4048,8096,6
4361456,451,10,0,1200,1.083333333,1280.5,1200,1,3,1200,48,288,864,2496,10
8285073,27,13,0,60,0.333333333,435.1666667,60,1,0,60,0,0,60,60,13
6206291,129,4,0,88,1.25,1042.625,88,1,2,88,0,8,80,112,4
9432148,3,0,0,8,0,136.5,8,1,0,8,0,0,8,8,0
7951951,1,0,0,2,0,104,2,1,-0.5,2,0,0,2,2,0
6476285,1,0,0,4,0,2100,4,1,0,4,0,0,4,4,0
366644,31,0,0,12,1,427.5,12,1,0.5,12,0,0,12,12,0
4159143,627,15,0,1248,0.875,1234.708333,1248,1,8,1248,48,336,864,2688,15
1535202,37,12,0,252,0.142857143,611.4285714,252,1,0,252,0,0,252,252,12
11498499,80,80,0,36,0,195,36,1,0.444444444,36,0,0,36,36,80
1846871,60,11,0,1134,0.166666667,664.1666667,1134,1,2.58E-17,1134,0,0,1134,1134,11
9169303,29,0,0,4,2,2750,4,1,0,4,0,1,3,7,0
8731825,154,2,0,84,1.166666667,466.8333333,84,1,2.5,84,0,0,84,84,2
911420,393,11,0,2912,0.692307692,2992.461538,2912,1,0.25,2912,208,624,2080,6656,11
1196681,1597,127,11,6144,2.125,5100.75,6144,1,2,6144,576,1792,3776,16704,116
5755482,223,89,1,168,1.25,830.25,168,1,1,168,0,24,144,240,88
1832104,464,246,9,480,2,790,480,1,3.1,480,0,140,340,900,237
6443025,89,15,0,42,-0.5,192.5,42,1,3,42,0,12,30,78,15
7665731,59,4,0,30,0.666666667,249.5,30,1,0,30,0,0,30,30,4
2533369,233,68,0,578,1.117647059,951.9411765,578,1,0.5,578,0,136,442,986,68
5239099,11,0,0,4,1,984,4,1,0,4,0,0,4,4,0
9184102,82,4,0,55,0.090909091,269,55,1,3,55,0,0,55,55,4
12462070,23,17,0,25,0,390.6,25,1,0,25,0,0,25,25,17
7947854,429,0,0,112,3.5,3414,112,1,2,112,8,32,72,280,0
3780760,1,0,0,4,0,318,4,1,0,4,0,0,4,4,0
4159405,34,8,0,42,0,93,42,1,0.142857143,42,0,0,42,42,8
4823674,246,13,0,600,2.75,1041,600,1,0.733333333,600,0,60,540,780,13
1638372,455,18,0,288,3,7610.5,288,1,3,288,18,90,180,720,18
5021098,48,11,0,40,0.5,187.5,40,1,0.5,40,0,0,40,40,11
2570396,123,50,0,300,0.8,441.6,300,1,1,300,0,30,270,390,50
6625813,3,0,0,18,0,232.1666667,18,1,0,18,0,0,18,18,0
10651210,126,0,0,12,4.5,780,12,1,2,12,0,0,12,12,0
13129567,1,0,0,15,0,38.2,15,1,0,15,0,0,15,15,0
5604857,439,75,0,32,13.5,50677,32,1,5,32,2,10,20,80,75
9439510,41,16,0,160,-0.5,852.5,160,1,0,160,0,16,144,208,16
2086506,61,27,0,63,0.142857143,2399.428571,63,1,0,63,7,14,42,168,27
18912464,49,4,0,40,0.5,109.625,40,1,0,40,0,0,40,40,4
7220512,69,2,0,24,0.666666667,2266.333333,24,1,2,24,0,3,21,33,2
3526377,96,7,0,90,2,3292,90,1,0.666666667,90,0,27,63,171,7
10446980,103,1,0,396,0.833333333,1479.833333,396,1,0.833333333,396,0,72,324,612,1
2082425,61,0,0,9,2,7124,9,1,4,9,1,2,6,24,0
6198625,444,19,0,1008,1.428571429,724.2857143,1008,1,2.375,1008,0,168,840,1512,19
1734591,38,101,0,25,0,389,25,1,0.4,25,0,0,25,25,101
1805894,379,51,0,408,1.25,412.5,408,1,3.666666667,408,0,72,336,624,51
3520648,3,0,0,48,-0.625,153.875,48,1,0,48,0,0,48,48,0
7834431,306,37,0,252,2.285714286,2749.285714,252,1,1,252,14,42,196,504,37
11229460,89,33,0,168,0.428571429,505.4285714,168,1,0.666666667,168,0,0,168,168,33
14866450,18,1,0,6,0,148,6,1,0,6,0,0,6,6,1
8585226,3,0,0,24,0,371.6666667,24,1,0,24,0,0,24,24,0
5563648,153,19,0,510,0.529411765,881,510,1,1,510,0,34,476,612,19
929596,3180,171,7,16848,3.518518519,2662.728395,16848,1,-5.99E-17,16848,810,6156,9882,42606,164
5970833,23,3,0,108,0.166666667,1202.666667,108,1,0.5,108,0,12,96,144,3
7593360,71,0,0,6,2,1348,6,1,5,6,0,0,6,6,0
2681462,427,6,0,570,1.733333333,1964.733333,570,1,2,570,30,120,420,1200,6
22105,106,12,0,42,1,3788,42,1,1.142857143,42,0,14,28,84,12
4197687,189,9,0,420,0.6,1879.4,420,1,1,420,0,80,340,660,9
10876430,41,0,0,16,5.55E-17,82.5,16,1,1.5,16,0,0,16,16,0
4899556,397,61,0,1520,1.6875,1625.5625,1520,1,0,1520,80,240,1200,2960,61
3937703,54,6,0,40,0.5,305,40,1,0.25,40,0,0,40,40,6
14333929,1,0,0,2,0,151,2,1,0,2,0,1,1,5,0
9283900,11,0,0,2,0,63,2,1,0,2,0,0,2,2,0
8311022,84,5,0,18,1,250,18,1,1.666666667,18,0,0,18,18,5
13567704,21,40,0,14,0,178,14,1,2,14,0,2,12,20,40
2358201,26,0,0,4,1,302,4,1,0,4,0,0,4,4,0
2171724,250,11,1,132,1,188,132,1,3.833333333,132,0,24,108,204,10
4325434,43,0,0,8,2,932.5,8,1,0,8,0,0,8,8,0
7628261,121,3,0,120,0.8,5037.2,120,1,1,120,10,20,90,270,3
10558501,108,4,0,192,0.833333333,122.6666667,192,1,-0.25,192,0,0,192,192,4
1035191,281,11,0,60,4,1018.166667,60,1,3,60,0,12,48,96,11
6816463,31,6,0,24,0,291.5,24,1,1,24,0,0,24,24,6
14927061,25,1,0,16,0.5,815,16,1,0,16,0,0,16,16,1
1104842,11,0,0,27,0,2674.333333,27,1,1,27,0,6,21,45,0
7621168,48,17,0,112,0.5,639,112,1,0,112,0,0,112,112,17
3523925,46,6,0,60,0.333333333,127,60,1,0.5,60,0,0,60,60,6
3048228,144,5,0,16,6,2591,16,1,0,16,0,4,12,28,5
1792152,31,0,0,6,2,6201,6,1,1,6,0,1,5,9,0
2403135,99,153,0,1056,0.5,931,1056,1,0.0625,1056,0,192,864,1632,153
11324288,145,8,0,56,1.571428571,560.7142857,56,1,1,56,0,7,49,77,8
13422480,1,0,0,4,0,574,4,1,0,4,0,1,3,7,0
1232525,673,22,0,3330,2.722222222,3534.055556,3330,1,1.2,3330,180,1170,1980,8460,22
1930902,163,21,0,1144,1.090909091,5449.727273,1144,1,0.375,1144,88,88,968,2200,21
1373672,621,112,0,990,2.133333333,2107.266667,990,1,6,990,45,225,720,2070,112
8958240,3,0,0,10,0,120,10,1,0,10,0,0,10,10,0
2219572,61,1,0,30,1.333333333,599.3333333,30,1,0.5,30,0,0,30,30,1
15609680,117,5,0,66,1.166666667,1370.833333,66,1,3,66,0,12,54,102,5
17903762,1,0,0,2,-2,57,2,1,0,2,0,0,2,2,0
1773063,537,62,48,1248,2.333333333,2372.833333,1248,1,2.076923077,1248,0,468,780,2652,14
89994,495,423,23,144,7.333333333,2494,144,1,5,144,0,36,108,252,400
5644106,49,9,0,220,0.3,482.5,220,1,0,220,0,0,220,220,9
3917126,251,4,0,120,6,12331,120,1,2.6,120,10,30,80,300,4
11352042,110,0,0,15,5.55E-17,444.3333333,15,1,7,15,0,3,12,24,0
11092359,1,0,0,6,0,1001,6,1,0,6,0,0,6,6,0
4429100,3,0,0,8,0,412,8,1,0,8,0,0,8,8,0
2433496,16,4,0,9,0,376,9,1,-0.333333333,9,0,0,9,9,4
12248145,63,2,0,64,0.75,1884.25,64,1,0.5,64,0,8,56,88,2
